2013-09-13T16:04:00Z,26,METER EXPIRED,1319155,PA,2906061,19127
2013-10-04T11:42:00Z,26,METER EXPIRED,1330247,PA,2906062,19140
2013-10-15T11:32:00Z,26,METER EXPIRED,1330247,PA,2906063,
2013-11-15T01:40:00Z,76,STOP PROHIBITED CC,1330247,PA,2906064,19106
2013-12-26T22:11:00Z,76,STOP PROHIBITED CC,1330247,PA,2906065,19106
2013-01-11T14:18:00Z,36,METER EXPIRED CC,1330247,PA,2906066,19107
2013-02-07T13:11:00Z,26,METER EXPIRED,1330247,PA,2906067,19139
2013-02-26T15:14:00Z,26,METER EXPIRED,1330247,PA,2906068,19140
2013-03-07T13:43:00Z,26,METER EXPIRED,1330247,PA,2906069,19140
2013-03-13T12:10:00Z,26,METER EXPIRED,1330247,PA,2906070,19140
2013-03-30T12:15:00Z,26,METER EXPIRED,1330247,PA,2906071,19121
2013-05-03T13:58:00Z,26,METER EXPIRED,1330247,PA,2906072,19140
2013-05-06T15:05:00Z,26,METER EXPIRED,1330247,PA,2906073,19140
2013-09-25T16:06:00Z,51,STOPPING PROHIBITED,1330247,PA,2906074,19141
2013-09-29T19:22:00Z,51,BUS ONLY ZONE,1330247,PA,2906075,19123
2013-08-17T01:12:00Z,51,PARKING PROHBITED CC,1237958,PA,2906076,19106
2013-10-13T16:08:00Z,76,STOP PROHIBITED CC,1237958,PA,2906077,19104
2013-10-17T22:35:00Z,41,EXPIRED INSPECTION,1237958,PA,2906078,19103
2013-10-31T14:12:00Z,41,EXPIRED INSPECTION,1237958,PA,2906079,19146
2013-11-01T14:02:00Z,41,EXPIRED INSPECTION,1237958,PA,2906080,19146
2013-11-22T12:31:00Z,41,EXPIRED INSPECTION,1237958,PA,2906081,19146
2013-11-22T11:58:00Z,41,EXPIRED INSPECTION,1237958,PA,2906082,19145
2013-11-22T11:54:00Z,31,STOP MEDIAL STRIP 45,1237958,PA,2906083,19145
2013-04-12T09:55:00Z,51,STOPPING PROHIBITED,1237958,PA,2906084,
2013-05-31T17:37:00Z,36,METER EXPIRED CC,1237958,PA,2906085,19147
2013-05-10T00:13:00Z,76,STOP PROHIBITED CC,1237958,PA,2906086,19107
2013-05-17T21:41:00Z,51,STOPPING PROHIBITED,1237958,PA,2906087,
2013-06-07T22:52:00Z,36,METER EXPIRED CC,1237958,PA,2906088,19107
2013-06-08T00:18:00Z,76,STOP PROHIBITED CC,1237958,PA,2906089,19107
2013-06-27T22:36:00Z,51,STOPPING PROHIBITED,1237958,PA,2906090,
2013-07-06T17:10:00Z,51,STOPPING PROHIBITED,1237958,PA,2906091,
2013-08-08T02:31:00Z,51,DOUBLE PARKED,1237958,PA,2906092,
2013-01-11T17:11:00Z,36,METER EXPIRED CC,1237958,PA,2906093,19147
2013-01-11T00:11:00Z,76,STOP PROHIBITED CC,1237958,PA,2906094,19107
2013-01-11T11:38:00Z,36,METER EXPIRED CC,1237958,PA,2906095,19102
2013-01-18T15:40:00Z,76,STOP PROHIBITED CC,1237958,PA,2906096,19103
2013-01-18T13:08:00Z,36,METER EXPIRED CC,1237958,PA,2906097,19103
2013-01-26T21:41:00Z,51,LOADING ZONE   CC,1237958,PA,2906098,
2013-02-11T00:56:00Z,51,DOUBLE PARKED,1237958,PA,2906099,
2013-02-23T10:22:00Z,36,METER EXPIRED CC,1237958,PA,2906100,
2013-01-10T21:20:00Z,36,METER EXPIRED CC,1473416,PA,2906101,
2013-11-06T18:04:00Z,36,METER EXPIRED CC,1473416,PA,2906102,19123
2013-01-11T08:53:00Z,36,SCHOOL ZONE,393380,NJ,2906103,19147
2013-01-18T18:52:00Z,26,OVER TIME LIMIT,393380,NJ,2906104,19127
2013-05-24T10:29:00Z,36,OVER TIME LIMIT CC,393380,NJ,2906105,19103
2013-09-16T14:32:00Z,41,PARKING PROHBITED,393380,NJ,2906106,
2013-01-11T12:30:00Z,51,STOPPING PROHIBITED,1301762,PA,2906107,19121
2013-06-19T11:02:00Z,36,OVER TIME LIMIT CC,1301762,PA,2906108,19147
2013-06-26T11:41:00Z,36,OVER TIME LIMIT CC,1301762,PA,2906109,19147
2013-06-29T15:09:00Z,51,LOADING ZONE   CC,1301762,PA,2906110,19147
2013-08-02T12:18:00Z,51,LOADING ZONE   CC,1301762,PA,2906111,19147
2013-08-03T20:15:00Z,76,STOP PROHIBITED CC,1301762,PA,2906112,19147
2013-08-17T11:34:00Z,36,OVER TIME LIMIT CC,1301762,PA,2906113,
2013-08-19T16:20:00Z,36,OVER TIME LIMIT CC,1301762,PA,2906114,19147
2013-08-26T14:19:00Z,36,OVER TIME LIMIT CC,1301762,PA,2906115,19147
2013-09-04T13:09:00Z,26,OVER TIME LIMIT,1301762,PA,2906116,19147
2013-09-13T07:38:00Z,76,STOP PROHIBITED CC,1684706,PA,2906117,19107
2013-09-19T11:26:00Z,76,FIRE HYDRANT,1684706,PA,2906118,19123
2013-10-01T13:50:00Z,51,PARKING PROHBITED CC,1684706,PA,2906119,19102
2013-10-01T07:23:00Z,76,STOP PROHIBITED CC,1684706,PA,2906120,19107
2013-10-22T11:45:00Z,41,EXPIRED INSPECTION,1684706,PA,2906121,19107
2013-12-02T14:18:00Z,76,STOP PROHIBITED CC,1684706,PA,2906122,19107
2013-12-18T10:13:00Z,76,STOP PROHIBITED CC,1684706,PA,2906123,19107
2013-01-11T11:52:00Z,76,STOP PROHIBITED CC,1684706,PA,2906124,19107
2013-01-16T09:27:00Z,76,STOP PROHIBITED CC,1684706,PA,2906125,19107
2013-02-06T09:16:00Z,76,STOP PROHIBITED CC,1684706,PA,2906126,19107
2013-03-01T08:52:00Z,76,STOP PROHIBITED CC,1684706,PA,2906127,19107
2013-05-10T13:12:00Z,31,PASSENGR LOADNG ZONE,1684706,PA,2906128,19147
2013-05-21T10:27:00Z,36,METER EXPIRED CC,1684706,PA,2906129,19130
2013-06-11T13:18:00Z,76,STOP PROHIBITED CC,1684706,PA,2906130,19107
2013-08-24T09:07:00Z,26,METER EXPIRED,1684706,PA,2906131,
2013-08-26T12:48:00Z,36,METER EXPIRED CC,1684706,PA,2906132,19130
2013-09-10T11:33:00Z,76,STOP PROHIBITED CC,1684706,PA,2906133,19107
2013-08-15T09:59:00Z,41,PARKING PROHBITED,1235003,PA,2906134,19147
2013-08-17T20:13:00Z,26,METER EXPIRED,1235003,PA,2906135,19148
2013-01-11T11:50:00Z,26,OVER TIME LIMIT,1235003,PA,2906136,19145
2013-03-01T11:00:00Z,36,METER EXPIRED CC,1235003,PA,2906137,19104
